Date,Open,High,Low,Close,Shares Traded,Turnover
27-Jun-11,10808.9,11068.6,10774.1,11032.5,16058582,1827.36
28-Jun-11,11059.15,11114.2,10986.7,11054.05,12616092,1313.12
29-Jun-11,11110.35,11170.35,11090.55,11153.35,13562659,1501.67
30-Jun-11,11183.25,11271.35,11149.2,11244.65,23074213,2161.82
01-Jul-11,11359.95,11359.95,11190,11255,10818528,1199.89
04-Jul-11,11379.05,11401,11322.05,11379.8,9596262,931.75
05-Jul-11,11385.05,11431.7,11302.6,11406.1,9887526,1035.69
06-Jul-11,11379.2,11404.7,11255.05,11283.05,8272943,866.95
07-Jul-11,11298,11446.55,11232.15,11426.1,11837330,1234.96
08-Jul-11,11431.95,11451.25,11270,11285.15,13657343,1319.8
11-Jul-11,11275,11275,11106.85,11135.5,8947008,952.76
12-Jul-11,11040.7,11131.75,10941.3,11022.55,11843935,1187.14
13-Jul-11,11065.2,11164.25,11060.9,11142.25,10109907,853.23
14-Jul-11,11121.4,11385.35,11072.5,11263.8,17432202,1305.36
15-Jul-11,11249.4,11334.6,11195.5,11234.55,8201646,755.78
18-Jul-11,11234.7,11277.45,11176.85,11228.85,7416660,611.95
19-Jul-11,11230.05,11353.75,11204.75,11313.85,13118783,977.85
20-Jul-11,11372.15,11388.5,11142.4,11164.7,10134704,811.11
21-Jul-11,11159.1,11193.05,11021.7,11049.8,12408813,978.88
22-Jul-11,11110.75,11309.45,11105.7,11291.95,20117440,1592.13
25-Jul-11,11286.25,11433.1,11233.35,11391.8,18852511,1426.15
26-Jul-11,11397.95,11430.75,11068.2,11114.55,20890181,1878.48
27-Jul-11,11126.7,11139.65,10961.95,11000.15,18019754,1510.9
28-Jul-11,10902.6,10954.25,10799.85,10828.5,24194111,1797.22
29-Jul-11,10820.65,10968.8,10758.4,10893.65,18571972,1581.32
01-Aug-11,11014.15,11064.9,10882.05,10939,11375547,945.6
02-Aug-11,10902.55,10902.55,10720.3,10743.3,14547952,1098.76
03-Aug-11,10647.9,10686.4,10545.15,10639.55,13896656,1214.35
04-Aug-11,10682.45,10765.95,10515.05,10537.05,12168774,1031.19
05-Aug-11,10306.1,10392.25,10150.3,10354.5,21688986,1746.47
08-Aug-11,10121.4,10481.5,10072.45,10232.3,19277083,1400.6
09-Aug-11,9952.2,10424.25,9920.8,10196.55,24685637,2105.25
10-Aug-11,10516.45,10516.45,10393.7,10463.2,15010608,1251.31
11-Aug-11,10419.4,10516.9,10323.5,10338.8,14434228,1218.97
12-Aug-11,10469.15,10469.15,10131.65,10182.7,17187214,1511.04
16-Aug-11,10315.1,10315.1,10023,10056.4,15204055,1412.7
17-Aug-11,10050,10173.1,9869.75,9953.2,19175925,1593.21
18-Aug-11,9987.6,10002.3,9564.95,9601.5,26093733,1991.42
19-Aug-11,9452.7,9587.7,9280.25,9404.85,26512221,2116.27
22-Aug-11,9422.65,9466.1,9224.95,9407.35,19165439,1373.42
23-Aug-11,9474.05,9523,9303.35,9488.7,19424208,1414.1
24-Aug-11,9453.05,9561.9,9275.15,9331.85,17183480,1492.22
25-Aug-11,9393.35,9401.15,9134.95,9177.25,28813868,2165.68
26-Aug-11,9186.4,9217.7,8917.95,8974.55,16930301,1410.14
29-Aug-11,9099.85,9378.1,9099.85,9342.45,15070572,1211.7
30-Aug-11,9466.3,9565.3,9355.15,9533.4,17148367,1454.58
02-Sep-11,9707.45,9707.45,9490,9581.35,21611861,1804.14
05-Sep-11,9509,9630.05,9448.75,9614.05,16549440,1440.8
06-Sep-11,9556.95,9695.45,9364.6,9657.6,23324630,1870.58
07-Sep-11,9698.4,9906.8,9683.95,9858.9,18045978,1444.74
08-Sep-11,9888.55,9940.25,9749.2,9920.05,17881542,1461.18
09-Sep-11,9947.1,9972,9647.6,9678.7,17554389,1628.12
12-Sep-11,9550.95,9550.95,9347.15,9395.25,15016277,1362.58
13-Sep-11,9454.45,9567.5,9260.9,9339.7,14917129,1397.74
14-Sep-11,9365.05,9507.35,9267.55,9472.45,17462937,1607.9
15-Sep-11,9569.35,9708.8,9390.1,9660.35,17226040,1501.96
16-Sep-11,9744.65,9798.75,9590.15,9720.25,25939207,2417.83
19-Sep-11,9664.35,9664.35,9545.85,9583.55,11199023,875.44
20-Sep-11,9589.35,9848.65,9578.6,9812.7,13791717,1154.51
21-Sep-11,9838.6,9962.95,9809.3,9929,17281920,1571.42
22-Sep-11,9756.2,9756.2,9489.7,9520.6,15097772,1290.17
23-Sep-11,9418.7,9540.8,9284.65,9375.7,25547887,1908.56
26-Sep-11,9373.95,9467.75,9165.8,9384.5,20996130,1578.8
27-Sep-11,9528.3,9661.5,9528.3,9619.95,16511127,1204.77
28-Sep-11,9670.45,9675.65,9449,9512.15,16614757,1312.5
29-Sep-11,9467.55,9688.65,9406.35,9653.4,22781919,1693.8
30-Sep-11,9600.35,9635.65,9420.65,9468.3,17964080,1469.84
03-Oct-11,9332.6,9332.6,9156.45,9185.9,14777605,1128.04
04-Oct-11,9135.05,9240.15,8818.05,8913.35,24395091,2103.45
05-Oct-11,8930.75,8991.8,8626.45,8701.3,29657407,2396.47
07-Oct-11,8970.55,9120.05,8970.55,9038.25,22109757,1685.63
10-Oct-11,9051,9190.85,8982.9,9168.9,18678576,1388.52
11-Oct-11,9262.1,9363.2,9148.1,9178.65,16621497,1443.79
12-Oct-11,9240.4,9514.2,9193.75,9482.3,21933989,1980.99
13-Oct-11,9594,9685.05,9547.1,9591.25,22114747,1984.71
14-Oct-11,9548.25,9691.85,9526.95,9660.4,20812157,1535.52
17-Oct-11,9717.35,9788.2,9666.35,9721.3,13006452,1123.52
18-Oct-11,9625.55,9634.55,9492.95,9583.9,13090163,1029.05
19-Oct-11,9673,9865.85,9673,9841.35,13388954,1010.53
20-Oct-11,9722.85,9763.8,9618.35,9746.4,18001358,1143.99
21-Oct-11,9767.4,9811.35,9678.4,9695.35,12395573,1024.15
24-Oct-11,9819.5,9916.6,9606.75,9647.85,20494094,1506.02
25-Oct-11,9709.85,9817.1,9323,9511.6,55342097,4038.5
26-Oct-11,9574.55,9607.3,9523.7,9546.6,3682814,311.76
28-Oct-11,9837.95,9932.4,9837.35,9917.05,27730083,2148.04
31-Oct-11,9932,10080.05,9826.8,9989.65,23827453,1875.6
01-Nov-11,9898.4,9984.35,9782.7,9822.25,21290321,1686.98
02-Nov-11,9739.1,9888.7,9726.75,9781.05,16921136,1346.79
03-Nov-11,9743.85,9814.65,9648.65,9782.5,17560298,1524.99
04-Nov-11,9887.9,9914.1,9808.1,9836.35,14169428,1256.97
08-Nov-11,9855.95,9893.95,9732.85,9852.55,15103668,1225.53
09-Nov-11,9896.15,9896.15,9565.1,9592.65,25057938,2878.1
11-Nov-11,9553,9571.85,9270.35,9292.55,25502963,2326.44
14-Nov-11,9416.35,9458.35,9254.3,9275,17017201,1385.64
15-Nov-11,9254.75,9308.5,9062.4,9085.7,16739270,1445.18
16-Nov-11,9055.6,9145.65,8957.05,9061.55,18300982,1514.44
17-Nov-11,9049.3,9124.9,8899.65,8930.9,16656129,1342.72
18-Nov-11,8867.8,8872.65,8706,8850.25,22133395,1690.05
21-Nov-11,8806.7,8806.7,8522.3,8554.15,15843092,1254.29
22-Nov-11,8603.85,8698.2,8544.05,8611.7,22314227,1653.65
23-Nov-11,8556.4,8556.4,8240.45,8399.3,24733324,1687.36
24-Nov-11,8412.55,8504.4,8276.75,8472.5,28235534,1847.96
25-Nov-11,8438.2,8558.6,8360.55,8488.6,21107951,1634.27
28-Nov-11,8598.7,8809.95,8598.7,8793.15,18656087,1336.29
29-Nov-11,8824.55,8843.9,8587.45,8623.9,23168441,1712.53
30-Nov-11,8529.05,8704.1,8490.35,8564.1,57136054,4493.03
01-Dec-11,8872.8,9033.85,8821.5,8895.3,23991053,1836.44
02-Dec-11,8924.15,9200.65,8859.65,9172.75,21702819,1748.9
05-Dec-11,9154.9,9215.4,9073.8,9173.75,16655348,1425.66
07-Dec-11,9235.35,9273.1,9133.55,9176.25,20647601,1693.42
08-Dec-11,9126.45,9153.4,8871.25,8915.7,21155533,1724.06
09-Dec-11,8786.35,8932,8689.85,8811.1,22774569,1809.1
12-Dec-11,8900.9,8920.25,8504.45,8543.4,20338446,1611.17
13-Dec-11,8475.85,8642.35,8393.3,8571.95,22762016,1601.51
14-Dec-11,8549.55,8696.9,8482.95,8533,26658191,2044.79
15-Dec-11,8449.45,8509.5,8375.65,8445.1,23933746,1846.21
16-Dec-11,8482.25,8602.8,8127.2,8171.9,31989623,2344.26
19-Dec-11,8122.25,8122.25,7801.55,7920.75,31040733,2044.99
20-Dec-11,7948.45,7961.7,7766.35,7798.55,25526248,1643.84
21-Dec-11,7999,8235.65,7936,8189.15,26632166,1667.07
22-Dec-11,8106.2,8415.7,8064.15,8384.65,27181608,1870.28
23-Dec-11,8406.2,8451.95,8253.45,8296.45,17995378,1342.8
26-Dec-11,8301.35,8420.2,8292.65,8374.55,9804349,742.61
27-Dec-11,8348.55,8365.75,8223.85,8275.5,11580410,815.27
28-Dec-11,8256.1,8256.1,8053.15,8111.4,13984137,948.72
29-Dec-11,8050.3,8137.4,7986.75,8027.4,22340253,1518.91
30-Dec-11,8073.2,8120.15,7925.15,7968.65,14642061,925.25
02-Jan-12,8009.85,8028.45,7888.25,7995.05,11150446,743.97
03-Jan-12,8072.8,8356.35,8072.8,8340.3,15173925,1018.64
04-Jan-12,8388.95,8453.4,8294.35,8408.4,18615663,1348.42
05-Jan-12,8421.5,8516.15,8394.25,8454.9,17610352,1251.9
06-Jan-12,8397.35,8586.65,8297.55,8488.25,15324661,1100.7
07-Jan-12,8471.15,8480.4,8436.45,8452.8,1106863,90
09-Jan-12,8450.4,8517.8,8329.9,8481.35,13642815,1051.43
10-Jan-12,8535.65,8748.8,8535.65,8735.05,18587632,1290.87
11-Jan-12,8758.25,8858.95,8736.25,8839.7,18531642,1361.08
12-Jan-12,8831.45,9015.25,8830.25,8930.25,21973553,1528.9
13-Jan-12,8989.9,9073,8913.95,8975.05,18860088,1358.79
16-Jan-12,8913.25,8967.95,8813.85,8940.25,15090056,1181.63
17-Jan-12,9013.65,9114.45,9011.8,9056.7,17388476,1301.9
18-Jan-12,9067.35,9067.35,8922.7,9023.4,18615917,1307.4
19-Jan-12,9106.8,9212.85,9106.8,9199.4,16110623,1188.04
20-Jan-12,9291.15,9560.15,9268.5,9516.85,31779664,2300.04
23-Jan-12,9503.1,9659,9503.1,9520.3,18003400,1385.11
24-Jan-12,9536.05,9885.15,9456.25,9834,42941539,3240.58
25-Jan-12,9871.95,9905.5,9762.5,9856.6,37155439,2511.53
27-Jan-12,9969.25,9969.25,9701.5,9813.65,28981711,1855.41
30-Jan-12,9741.25,9741.25,9509.15,9537.1,18544390,1347.79
31-Jan-12,9625.7,9946.5,9625.7,9919.45,28091336,2285.98
01-Feb-12,9941.9,9967.45,9762,9949.1,26646836,1988.41
02-Feb-12,10012.95,10090.2,9776.55,9992.05,36125570,2942.16
03-Feb-12,9992,10158.95,9928.45,10133.65,23009280,1676.05
06-Feb-12,10219.6,10331.25,10183.45,10269.25,28798444,2131.32
07-Feb-12,10368.5,10429.7,10260.15,10324.6,22050339,1491.9
08-Feb-12,10308.2,10401.65,10208.45,10320.1,41345418,3452.97
09-Feb-12,10267.25,10546.4,10267.25,10507.6,22657158,1692.34
10-Feb-12,10482.15,10555,10344.2,10442.65,22694434,1646.63
13-Feb-12,10451.1,10532.85,10335.7,10473.6,22813307,2263.39
14-Feb-12,10449.45,10606.85,10449.1,10556.65,20459428,1765.25
15-Feb-12,10633.65,10959.5,10633.15,10930.7,27370860,2178.24
16-Feb-12,10896.05,10940.8,10780.05,10921.9,21032299,1993.35
17-Feb-12,11042.85,11203.35,11013,11074.9,25647726,2532.44
21-Feb-12,11042.6,11207.05,11042.6,11170.4,21205502,1822.6
22-Feb-12,11160.4,11226.75,10714.05,10747.15,28065378,2901.78
23-Feb-12,10693.75,10852.65,10621.8,10713.35,31530836,2713.57
24-Feb-12,10691.75,10759.05,10435.55,10506.8,23993670,2112.49
27-Feb-12,10527.65,10527.65,10073.9,10103.95,22817004,1872.72
28-Feb-12,10179.95,10561.7,10178.85,10484,28033722,2392.13
29-Feb-12,10561.75,10667.3,10340.75,10414.2,29448672,2201.99
01-Mar-12,10385.15,10385.15,10160.25,10288.9,18747802,1527.82
02-Mar-12,10337.7,10584.25,10192.8,10434.3,23770792,1913.22
03-Mar-12,10435.45,10486.25,10435.45,10450.25,1035896,87.68
05-Mar-12,10406.85,10406.85,10152.1,10178.85,17289248,1392.34
06-Mar-12,10149.8,10438,10020.45,10058.15,26227151,2509.93
07-Mar-12,10030.25,10169.45,9939.95,10132.85,19809542,1833.43
09-Mar-12,10286.8,10526.55,10286.8,10505.65,19796536,1679
12-Mar-12,10765.95,10786.45,10543.25,10625.65,23804609,2013.7
13-Mar-12,10707.9,10765.7,10671.45,10686.2,15278470,1262.07
14-Mar-12,10820.4,10912.05,10768.65,10889.7,22896721,1903.28
15-Mar-12,10894.45,10894.45,10556.4,10595,19707900,1670.9
16-Mar-12,10607.75,10832.3,10348.05,10391.35,23931870,2230.56
19-Mar-12,10440.85,10440.85,10135.25,10188.85,16950264,1412.78
20-Mar-12,10183,10369.2,10137.8,10281.6,16683621,1436.94
21-Mar-12,10238.65,10562.05,10217.45,10524.45,17758281,1497.22
22-Mar-12,10525,10583.75,10135.85,10173.55,18653652,1666.54
23-Mar-12,10249.75,10404.25,10125.75,10294.55,16594155,1589.49
26-Mar-12,10260.2,10263.1,10013.05,10043.5,16220393,1356.6
27-Mar-12,10171.9,10247.05,9967.55,10148.85,26405765,2286.13
28-Mar-12,10122.05,10122.05,9901.2,9960.4,21178400,1667.56
29-Mar-12,9859.25,9988.55,9845.4,9927.65,37262740,2136.05
30-Mar-12,9984.8,10248.05,9981.9,10212.75,20687932,1722.85
02-Apr-12,10186.8,10321.75,10180.95,10305.35,11953512,1058.58
03-Apr-12,10381,10502.7,10376,10432.6,15118353,1346.33
04-Apr-12,10345.15,10371.85,10267.95,10340.1,10494794,927.37
09-Apr-12,10256.65,10256.65,10113.75,10131.6,9059392,785.22
10-Apr-12,10169.2,10209.9,10077.05,10196.05,13411560,1107.84
11-Apr-12,10117.25,10309.75,10060.7,10214.25,18091133,1567.26
12-Apr-12,10250.7,10432.8,10250.7,10400.7,18998132,1662.15
13-Apr-12,10478.25,10587.95,10235.7,10306.25,18093614,1631
16-Apr-12,10274.15,10447.95,10274.15,10432.7,17248597,1377.61
17-Apr-12,10502.65,10621.9,10248.55,10519.55,28789207,2817.46
18-Apr-12,10585.55,10645.85,10479.5,10512.45,14516136,1240.54
19-Apr-12,10536.95,10594.9,10438.65,10567.9,16428035,1275.17
20-Apr-12,10538.3,10577.45,10387.05,10456.5,15316600,1239.4
23-Apr-12,10432.6,10521.45,10206.9,10243.15,16982751,1263.45
24-Apr-12,10275.55,10287.9,10151.8,10215.15,14901869,1247.08
25-Apr-12,10215.85,10277.85,10043.65,10159.85,18511578,1626.61
26-Apr-12,10171.85,10193.9,10083.5,10128,25244593,1564.01
27-Apr-12,10146.1,10249.15,10029.45,10148.7,30892413,2518.69
28-Apr-12,10199.05,10232.1,10175.3,10212.65,1438973,138.02
30-Apr-12,10210.1,10360.55,10210.1,10276.8,18097054,1437.02
02-May-12,10282.7,10382.35,10278.45,10306.6,14061741,1187.75
03-May-12,10231.7,10255.85,10100.25,10126.55,19322990,1616.48
04-May-12,10063.5,10068.65,9757.75,9802.35,25485935,2034.42
07-May-12,9664.85,9910.7,9480.5,9876.35,26921944,2247.85
08-May-12,9909.4,9924.15,9526.65,9588.75,19242393,1659.27
09-May-12,9517,9572.35,9340.45,9404.8,26608956,1975.93
10-May-12,9411.75,9580.4,9362.1,9410.9,25688161,1969.42
11-May-12,9353.45,9532.65,9296.65,9398.1,18132039,1556.21
14-May-12,9412.6,9498.8,9190.3,9257.65,18464746,1518
15-May-12,9186.45,9361.45,9166.1,9319.7,19413813,1446.17
16-May-12,9184.45,9208.15,9047.05,9164.25,24476780,1729.99
17-May-12,9199.5,9328.5,9113.65,9154.2,19257537,1448.95
18-May-12,9013.1,9364.7,8995.25,9310.25,27484513,2782.11
21-May-12,9299.9,9478.95,9299.9,9412,18434691,1643.7
22-May-12,9510.45,9522.3,9253.05,9268.8,20800522,1819.47
23-May-12,9237.35,9295.65,9157.2,9209.9,16691558,1416.35
24-May-12,9277.25,9463.7,9198.75,9437.6,17715047,1491.36
25-May-12,9422.45,9497,9371.55,9456.3,17859927,1462.83
28-May-12,9483.1,9716.5,9483.1,9698.3,15850786,1499.52
29-May-12,9734.85,9783.45,9687.65,9708.1,16032577,1712.52
30-May-12,9642.2,9642.2,9514.25,9534.05,14072840,1352.92
31-May-12,9414.35,9479.35,9360.05,9441,35010613,2746.53
01-Jun-12,9434.45,9493.25,9252.6,9267.6,18392465,1469.39
04-Jun-12,9174.55,9406.25,9110.45,9362.3,16540800,1396.48
05-Jun-12,9433.25,9545.5,9400.35,9460.15,17377468,1548.76
06-Jun-12,9519,9770.65,9519,9742.8,25844119,1998.69
07-Jun-12,9830.5,9974.7,9787.95,9950.9,22840353,1996.24
08-Jun-12,9969.55,10031.2,9809.95,9998.85,19700713,1672.65
11-Jun-12,10070.15,10157.75,9934.05,9969.2,17006901,1521.9
12-Jun-12,9899.45,10156.4,9893.35,10139.2,18716982,1778.76
13-Jun-12,10150,10224.55,10075.2,10128.15,18300321,1742.72
14-Jun-12,10073.5,10096.75,9813.65,9836.95,16594461,1577.86
15-Jun-12,9881.4,10098.9,9881.4,10064.8,17343223,1547.77
18-Jun-12,10178.85,10197.8,9695.6,9749.9,24629281,2343.83
19-Jun-12,9730,9808,9619.15,9786.45,19759603,1728.98
20-Jun-12,9812.85,9875.65,9764.45,9831.8,15051818,1252.01
21-Jun-12,9795.95,10046.9,9769.3,10033.65,17716444,1606.73
22-Jun-12,9907.35,10073.45,9873.85,10038.35,15789476,1569.8
25-Jun-12,10068.9,10193.45,9892.8,9925.75,15992092,1733.98
26-Jun-12,9914.8,10024.65,9901.85,9970.1,12816544,1188.95
27-Jun-12,10025.45,10109.65,9988.5,10017.8,15644360,1248.56
28-Jun-12,10023.9,10052.2,9950.1,10003.85,49485065,2813.62
29-Jun-12,10105.45,10360,10105.45,10340.65,21539969,1806.38
02-Jul-12,10366.5,10450.3,10303.65,10412.2,17585816,1534.55
03-Jul-12,10460,10544.3,10444.3,10481.3,18408890,1492.98
04-Jul-12,10522.4,10548.9,10482.85,10529.45,17847738,1686.79
05-Jul-12,10520.05,10651.2,10468.75,10641.9,17941819,1508.83
06-Jul-12,10637.95,10687.9,10547.35,10655.35,18896898,1615.62
09-Jul-12,10594.95,10635.9,10524.75,10588.05,16270623,1474.25
10-Jul-12,10617.05,10767.25,10615.3,10751.55,20526561,1697.49
11-Jul-12,10701.6,10782.55,10692.95,10713.3,18954956,1632.56
12-Jul-12,10640.15,10676,10557.35,10616.3,13933746,1269.4
13-Jul-12,10654.9,10715.15,10568.75,10594.45,12345028,1101.38
16-Jul-12,10614.1,10692.8,10552.7,10568.2,13922193,1197.33
17-Jul-12,10648.7,10673.5,10518.95,10558.05,14067717,1252.54
18-Jul-12,10569.05,10629.15,10498.6,10607.1,15783765,1390.72
19-Jul-12,10684.4,10708.6,10606.6,10622.05,17796956,1477.11
20-Jul-12,10622.85,10622.85,10463.4,10481.6,13231509,1216.11
23-Jul-12,10401.7,10402.25,10254,10274.6,12619241,1049.43
24-Jul-12,10282.65,10349.45,10237.25,10299,13191279,1028.9
25-Jul-12,10286.55,10315.4,10224.75,10267.85,15459876,1106.37
26-Jul-12,10306.5,10314.05,10056.15,10083.8,28163949,2067.16
27-Jul-12,10256.25,10401.65,10102.75,10140.55,36508487,2673.87
30-Jul-12,10222.55,10427.05,10222.55,10412.15,26314091,2209.69
31-Jul-12,10462.8,10467.95,10239.7,10384.1,26427541,2367.08
01-Aug-12,10347.8,10445.2,10324.6,10419.9,16176280,1263.42
02-Aug-12,10408.95,10417.5,10310.85,10379.6,12871488,1125.39
03-Aug-12,10312.8,10336.25,10209.15,10315.6,17024239,1382.66
06-Aug-12,10426.75,10501.45,10426.75,10462.4,16993490,1317.11
07-Aug-12,10499.7,10616.9,10463.55,10591.95,19069873,1645.8
08-Aug-12,10621,10640.75,10511.35,10529.25,15050948,1397.92
09-Aug-12,10572.4,10614.2,10425.15,10445.9,17571204,1739.05
10-Aug-12,10427.35,10449.25,10272.05,10358.95,28011924,3244.89
13-Aug-12,10339.2,10415.2,10284.05,10401.3,19607649,1933.51
14-Aug-12,10411.55,10547.1,10387.95,10519.15,17236797,1562.92
16-Aug-12,10537.95,10551.05,10405.7,10426.75,14740860,1337
17-Aug-12,10425.85,10505.85,10354.7,10417.9,13918692,1317.46
21-Aug-12,10436.85,10484.55,10353.85,10469.5,14490210,1141.42
22-Aug-12,10413.95,10533.7,10401.75,10472.2,13301832,1185.23
23-Aug-12,10508.75,10560.85,10413.3,10457.7,15610245,1359.53
24-Aug-12,10404.5,10412.25,10318.55,10332.85,15425039,1190.45
27-Aug-12,10338.25,10338.25,10134.4,10150.4,14231734,1199.19
28-Aug-12,10149.95,10151.35,10022.85,10059.4,17970575,1506.5
29-Aug-12,10077.4,10127,9998.1,10011.9,14285228,1106.12
30-Aug-12,9978.2,10130.9,9959.05,10085.2,25221525,1877.83
31-Aug-12,10037,10130.95,9948.7,9990.5,19255853,1574.88
03-Sep-12,10030.85,10082.5,9941.5,9963,13618805,1093.24
04-Sep-12,9967.45,10033,9916.85,10020.65,13479715,1111.88
05-Sep-12,9965,9976.4,9814.05,9827.9,22501858,1797.06
06-Sep-12,9846.55,9947.45,9831.35,9893.15,16506436,1253.34
07-Sep-12,10047.15,10134.75,10036.45,10122,21270702,1663.36
08-Sep-12,10127.6,10162.15,10127.6,10147.05,1030481,86.61
10-Sep-12,10153.8,10181.85,10041.25,10069.85,11634153,1007.92
11-Sep-12,10020.75,10154.2,10006.5,10135.9,13466599,1088.6
12-Sep-12,10176.45,10223.95,10109.6,10183.45,14266761,1156.79
13-Sep-12,10213.85,10259.4,10171.25,10207.8,13515085,1076.45
14-Sep-12,10408.25,10664.55,10408.25,10642.9,38851347,3064.16
17-Sep-12,10797.1,11045.45,10797.1,10981.65,45643563,3756.28
18-Sep-12,10949.95,11065,10922.7,11043.5,28072238,2337.58
20-Sep-12,10907.7,11031.8,10887,10920.8,27523730,2014.45
21-Sep-12,10973.15,11433.1,10973.15,11358.5,40748000,3376.98
24-Sep-12,11359.3,11533.75,11359.3,11423.5,32933595,2623.32
25-Sep-12,11450.45,11517.65,11321.2,11420.75,28715123,2521.7
26-Sep-12,11385.7,11441.05,11322.25,11427.25,21363662,1956.36
27-Sep-12,11466.25,11490.25,11378.35,11419.45,27637249,2212.66
28-Sep-12,11486.55,11536.85,11437.9,11456.8,20066178,1729.7
01-Oct-12,11462.1,11466.05,11366.4,11420.45,13624625,1157.05
03-Oct-12,11440.2,11471.85,11361.65,11414.95,18410115,1668.2
04-Oct-12,11460.15,11685.55,11460.15,11636.05,20856899,1950.15
05-Oct-12,11745.2,11745.2,10043.6,11511.4,24032822,2385.23
08-Oct-12,11530.65,11530.65,11342.85,11362.2,15284170,1354.33
09-Oct-12,11442.75,11528.35,11373.7,11446.1,12457268,1179.99
10-Oct-12,11380.25,11380.25,11271.15,11291.5,13858844,1263.9
11-Oct-12,11334.9,11476.95,11244.7,11431.3,23060664,2013.19
12-Oct-12,11469.2,11527.15,11372.1,11388.45,16212604,1393.78
15-Oct-12,11397.7,11454.8,11288.4,11441.8,10661530,990.71
16-Oct-12,11495.5,11508.5,11328.25,11348,16854288,1466.24
17-Oct-12,11417.1,11425.45,11302.9,11358.25,12578919,1235.36
18-Oct-12,11406.45,11594.6,11364.2,11586.35,20705113,1994.93
19-Oct-12,11539.05,11605.65,11424.25,11491.2,16019224,1479.08
22-Oct-12,11422.1,11619.25,11419.4,11607.4,15917769,1498.66
23-Oct-12,11605.8,11656.8,11534.55,11578.15,17408717,1308.11
25-Oct-12,11542.3,11643.4,11542.3,11614.5,25243414,2125.34
26-Oct-12,11580.85,11631.25,11468.25,11509.15,22956738,1901.54
29-Oct-12,11506.5,11585.8,11431.95,11472.15,18025799,1393.16
30-Oct-12,11467.2,11600.05,11173.8,11203,28170912,2514.12
31-Oct-12,11204.95,11290,11125.2,11268.8,14876136,1383.71
01-Nov-12,11266.5,11349.4,11230.2,11315.05,11943617,970.02
02-Nov-12,11450.65,11477.55,11394.15,11460.45,26219173,1442.92
05-Nov-12,11449.7,11489.3,11401.3,11475.15,11184845,827.64
06-Nov-12,11427.95,11568.45,11427.95,11539.05,14244357,1106.28
07-Nov-12,11545.35,11719.1,11519.6,11665.5,21617945,1749.41
08-Nov-12,11561.35,11637.95,11533.3,11613.55,13787952,1287.88
09-Nov-12,11608.8,11663.9,11427.2,11475.6,19604506,2122.67
12-Nov-12,11488.1,11608.8,11462.3,11583.85,15428653,1448.61
13-Nov-12,11585.3,11598.25,11513.4,11533.9,2504897,229.34
15-Nov-12,11493.1,11530.25,11419.05,11521.4,13583244,1183.03
16-Nov-12,11487.55,11537.15,11306.05,11335.5,13780382,1273.35
19-Nov-12,11342.65,11378.25,11256.4,11306.95,11207437,1019.03
20-Nov-12,11373.95,11409.8,11269.7,11318.3,14734331,1276.9
21-Nov-12,11352.2,11477.35,11303.75,11465.35,15898274,1299.67
22-Nov-12,11497.35,11570.85,11495.05,11508.35,13754016,1232.37
23-Nov-12,11540.6,11549,11392,11475.8,10848603,918.86
26-Nov-12,11534.2,11534.2,11411.1,11432.45,10227442,921.06
27-Nov-12,11502.2,11663.5,11502.2,11657.4,21560134,1769.74
29-Nov-12,11706.9,12035.4,11703.25,11992.8,32109553,2720.2
30-Nov-12,12082.55,12175.3,12001.15,12158.9,25464482,2054.59
03-Dec-12,12126.6,12165.65,12053.45,12103.9,16419409,1429.75
04-Dec-12,12092.75,12215.5,12075.9,12197.15,15645716,1404.23
05-Dec-12,12240.85,12314.8,12219.3,12281.6,15888429,1454
06-Dec-12,12358.35,12480.6,12142.6,12427.55,17741528,1637.35
07-Dec-12,12462.4,12477.85,12305.65,12363.7,19816879,1808.83
10-Dec-12,12380,12409.75,12341.15,12381.65,17825543,1389.71
11-Dec-12,12418.95,12538.9,12238,12344.6,19636674,1755.53
12-Dec-12,12374.7,12385.55,12271.35,12301.7,16210115,1447.93
13-Dec-12,12337.35,12438.85,12251.05,12269.15,15851392,1439.15
14-Dec-12,12247.25,12447.35,12242.8,12424.7,18401284,1568.44
17-Dec-12,12403.65,12462.25,12402.7,12427.45,16692865,1473.62
18-Dec-12,12455.7,12522.65,12197.2,12477.15,23383919,2274.49
19-Dec-12,12514,12571.6,12455.55,12510.25,19306782,1690.05
20-Dec-12,12514.6,12514.6,12385.1,12486.5,14902530,1387.23
21-Dec-12,12423.6,12432.2,12288.9,12315.05,17029277,1430.3
24-Dec-12,12363.85,12366.25,12265.75,12317.7,11707012,932.89
26-Dec-12,12350.25,12519,12304.7,12479.45,10972152,1028.21
27-Dec-12,12516.05,12523.5,12436.65,12459.7,18249505,1684.76
28-Dec-12,12494.15,12494.15,12394.15,12458.15,11781775,998.23
31-Dec-12,12442.85,12512.7,12427.7,12474.25,11478822,965.69
01-Jan-13,12549.95,12663.5,12547.15,12654.15,14463771,1251.21
02-Jan-13,12748.85,12811.45,12748.85,12786.85,19173502,1576.19
03-Jan-13,12828.3,12837.8,12722.45,12778.15,15299267,1400.81
04-Jan-13,12774.8,12801.7,12684.65,12787.35,14247498,1308.19
07-Jan-13,12837.45,12837.45,12682.8,12708.7,15376488,1211.38
08-Jan-13,12693.6,12743.95,12632.35,12725.5,16161747,1374.07
